conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.80E+23,Fri May 31 23:27:34 +0000 2024,0,@TirtoID Ohh jd paham..pantas ekonomi dn keuangan indonesia ga pernah beres...krm pola pikir mentrinya aja bgini sangat praktis dan pro pejabat ga ada jiwa pro rakyat kecilnya..ga punya inovasi atw kecerdasan dlm bekerja maunya instan...naikin pendapatan = naikin pajak enak bener.,1.80E+23,,TirtoID,in,"Purwokerto, Jawa Tengah",0,0,0,https://x.com/MasYanBae/status/1796684981122838542,1.25E+23,MasYanBae
1.80E+23,Fri May 31 21:55:55 +0000 2024,0,@ZentelaAsiatica @KemenperinRI Tapi lebih jelas pemanfaatan pajaknya kemana dan juga pendapatan lebih besar dengan nilai ekonomi yang sesuai ketika gaji di potong pajak masih ada sisa untuk biaya hidup keluarga dan investasi. Berbanding terbalik kalau disini.,1.80E+23,,ZentelaAsiatica,in,,0,0,0,https://x.com/_aldyaldyaldy/status/1796661914078150897,1.17E+22,_aldyaldyaldy
1.80E+23,Fri May 31 21:26:04 +0000 2024,0,@kotnim_ @Aris_K_182 @kegblgnunfaedh Kondisi ini kondisi global seluruh dunia mengalami turbulensi ekonomi dan politik. Kk lihat eropa jepang korea dlm kondisi baik2 saja? Tidak kak korsel saja skrg sudah diancam korut. Eropa terancam krisis energi dan ekonomi. Terlihat indah namun pajak juga naik di sana.,1.80E+23,,love_kadrun,in,ꦩꦭꦁ,0,1,0,https://x.com/love_kadrun/status/1796654401958125712,9.22E+07,love_kadrun
1.80E+23,Fri May 31 17:31:15 +0000 2024,1,@tubirfess Maaf min akhir ini banyak bgtt khasus korupsi aparat dan pemerintah yang flexing lowongan kerja sulit harga pangan yang nggak stabil pajak yang lumayan kartu kesehatan takut nya orang2 pada nggak mau nikah sama punya anak karena ekonomi yang kurang stabil,1.80E+22,,tubirfess,in,,0,0,0,https://x.com/Egi02280195/status/1796595307540890016,1.20E+23,Egi02280195
1.80E+23,Fri May 31 10:18:59 +0000 2024,0,@kemenhub151 teruskan aja kalian menerima suap yang ber efek pajak turun dan ekonomi nyungsep,1.80E+23,,kemenhub151,in,"Jakarta Timur, DKI Jakarta",0,0,0,https://x.com/fwbenefit233391/status/1796486527180288481,1.71E+23,fwbenefit233391
1.80E+23,Fri May 31 09:38:15 +0000 2024,0,PPN pun akhirnya akan dibayar konsumen di titik rantai terakhir. Lalu jika analisis sampai pada memperhatikan reaksi para pelaku ekonomi di pasar beban pajak real lebih lanjutnya terdistribusi antara penjual dan pembeli tergantung elastisitas permintaan dan penawaran yang ada.,1.80E+23,,pajakbengkulu1,in,"Kota Bengkulu, Bengkulu",0,0,0,https://x.com/pajakbengkulu1/status/1796476276255113269,3187159544,pajakbengkulu1
1.80E+23,Fri May 31 09:35:08 +0000 2024,0,Jawabannya belum tentu. Ini karena insidensi ekonomi membahas lebih jauh dari itu. Menurut insidensi ekonomi pengenaan pajak akan memengaruhi tingkah laku para pelaku ekonomi sehingga akan turut dipertimbangkan perubahan harga produksi dan konsumsi.,1.80E+23,,pajakbengkulu1,in,"Kota Bengkulu, Bengkulu",0,1,0,https://x.com/pajakbengkulu1/status/1796475489076539594,3187159544,pajakbengkulu1
1.80E+23,Fri May 31 09:35:03 +0000 2024,0,Insidensi ekonomi mengusut siapa yang pada akhirnya menanggung biaya pajak dengan mempertimbangkan pengaruhnya pada harga produksi dan konsumsi di pasar.,1.80E+23,,pajakbengkulu1,in,"Kota Bengkulu, Bengkulu",0,1,0,https://x.com/pajakbengkulu1/status/1796475467840819265,3187159544,pajakbengkulu1
1.80E+23,Fri May 31 09:35:02 +0000 2024,0,Contohnya insidensi statuter dari PPN yang dibayar oleh penjual alat listrik adalah mereka sendiri karena merekalah yang memungut dan melaporkan PPN kepada negara. Sementara itu insidensi ekonomi menggali ke dampak sesungguhnya pajak tersebut pada distribusi sumber daya.,1.80E+23,,pajakbengkulu1,in,"Kota Bengkulu, Bengkulu",0,1,0,https://x.com/pajakbengkulu1/status/1796475465605259509,3187159544,pajakbengkulu1
1.80E+23,Fri May 31 09:35:02 +0000 2024,0,Ada dua jenis insidensi pajak yang esensial yaitu insidensi statuter dan insidensi ekonomi. Pada insidensi statuter penentuan siapa yang menanggung pajak ditentukan oleh yang membayar ke rekening negara yaitu yg bertanggung jawab memenuhi kewajiban menyerahkan pajak ke negara.,1.80E+23,,pajakbengkulu1,in,"Kota Bengkulu, Bengkulu",0,1,0,https://x.com/pajakbengkulu1/status/1796475463411663247,3187159544,pajakbengkulu1
